sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
50,64,1e-06,1,5.349014804476783,5.242677910687172,0.1064510158756272,0.23467960845603356
50,64,1e-06,2,4.826816168285552,4.890044124159094,0.11573579007978942,0.2596138027473883
50,64,1e-06,3,4.523541938690912,4.642406169682333,0.12469153574072551,0.2780394011680513
50,64,1e-06,4,4.409941834495181,4.458375875263998,0.13792465246360122,0.29980669573085467
50,64,1e-06,5,4.256216966538203,4.325299818221837,0.14864892654437772,0.31071604836719585
50,64,1e-06,6,4.0719401745569135,4.222092007937497,0.157985111458419,0.31978489758986595
50,64,1e-06,7,3.9815674736386253,4.145249935045634,0.16276630747717363,0.3293061610594719
50,64,1e-06,8,4.025737875983829,4.082242348422743,0.16565558937237806,0.3371514353870198
50,64,1e-06,9,3.86690814381554,4.031409874354323,0.16858599983548572,0.3434646705601711
50,64,1e-06,10,3.870129360471453,3.98605486464827,0.16947026404540594,0.35144361273340463
50,64,1e-06,11,3.777404746555147,3.946538755338486,0.17337747799621617,0.35768487291272516
50,64,1e-06,12,3.800980299995059,3.9128811881966787,0.17418976721230567,0.3634120259932549
50,64,1e-06,13,3.798381937117804,3.8771731004323047,0.1736345315456116,0.37096940034548
50,64,1e-06,14,3.6809747105553035,3.845313202844907,0.17707904910751007,0.37471210002467714
50,64,1e-06,15,3.64575670560201,3.817849387861278,0.17763428477420415,0.3793390639137945
50,64,1e-06,16,3.5732310703822545,3.7918639215704513,0.17911491321872172,0.3843875956239204
50,64,1e-06,17,3.546893969036284,3.7683725618336297,0.18018425598420662,0.3880686024512626
50,64,1e-06,18,3.550469561985561,3.7443926824282294,0.18320720572509666,0.39211976638973434
50,64,1e-06,19,3.582905696687244,3.7200786642832298,0.18504770913876778,0.3952866661182858
50,64,1e-06,20,3.6541499092465357,3.699980536552325,0.1886875873982068,0.39914246935921693
