sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
50,16,1e-06,1,4.733248888966864,4.326452953059499,0.13136464588303035,0.2901928929834663
50,16,1e-06,2,4.0829057028721865,3.9354659324739036,0.16207740396479395,0.32720860409640534
50,16,1e-06,3,3.7843599869163045,3.7645346757842275,0.17217446738504566,0.3521839269556634
50,16,1e-06,4,3.6945541646461386,3.6481974404032638,0.1762873241753722,0.37355021798140986
50,16,1e-06,5,3.59583043029417,3.5612863738362384,0.18404005922513778,0.3888089166735214
50,16,1e-06,6,3.495996034816507,3.48598328450831,0.19018878012667598,0.4014045405938965
50,16,1e-06,7,3.4274143801937154,3.4230842706633777,0.19779756518878014,0.40895163280414576
50,16,1e-06,8,3.3984378534731214,3.373906865934046,0.20211606481862301,0.41865797482931644
50,16,1e-06,9,3.352463171245585,3.3334009600848686,0.20669161799786132,0.42675002056428396
50,16,1e-06,10,3.31605390505241,3.2999712327631507,0.21033149625730033,0.43295015217570126
50,16,1e-06,11,3.300026464717957,3.2676127561708777,0.21396109237476352,0.4359216912067122
50,16,1e-06,12,3.2630240386676532,3.2430634370664273,0.21964711688738997,0.440579501521757
50,16,1e-06,13,3.2522496135241226,3.2196833819877813,0.2228551451838447,0.4455457760960763
50,16,1e-06,14,3.2378394686824197,3.196140632396791,0.22496298428888706,0.4490828329357572
50,16,1e-06,15,3.1999363924798634,3.185437282701818,0.22716336267171178,0.4504297935345891
50,16,1e-06,16,3.132977127070082,3.163293304675963,0.229445998190343,0.4554269145348359
50,16,1e-06,17,3.14059037880987,3.1430240782295784,0.2323866907954265,0.45848071070165336
50,16,1e-06,18,3.1258618780499168,3.1290465285138387,0.2348955334375257,0.46072221765238136
50,16,1e-06,19,3.1279532378864032,3.1164477615821653,0.23710619396232624,0.46146253187464015
50,16,1e-06,20,3.124138392967449,3.1010660590195074,0.2382680760055935,0.46484535658468373
