sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
200,512,0.0001,1,2.9973209445579982,2.4670400153908263,0.33499881207585086,0.5737449910712623
200,512,0.0001,2,2.3966303360089283,2.1679971946323646,0.40278067376877225,0.641276434719366
200,512,0.0001,3,2.1795747251250788,2.008711340910199,0.4416876881542384,0.6766732808829615
200,512,0.0001,4,2.064305855936768,1.9021152673632322,0.468660380435548,0.6995922671816307
200,512,0.0001,5,1.95228208013548,1.8241379987511168,0.4871675799827285,0.7151726987319875
200,512,0.0001,6,1.9044725424586584,1.7724714026880013,0.5013448755041864,0.7266056169051374
200,512,0.0001,7,1.8368042368220032,1.7196047611681529,0.5122628751216884,0.7361150292165742
200,512,0.0001,8,1.7717355535441763,1.6832462104826722,0.5223711329434761,0.743823021561164
200,512,0.0001,9,1.7325561649262844,1.6522674609859038,0.5304617368041615,0.7500433830807802
200,512,0.0001,10,1.7171356987159259,1.625692822888472,0.5376117682171462,0.7554492329371618
