sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
100,16,1e-05,1,3.809801700163861,3.3327244774059013,0.20132923764311644,0.424529461044401
100,16,1e-05,2,3.2523174953182656,3.1129370673939034,0.23412454621614073,0.45901144931583354
100,16,1e-05,3,3.098017952532532,3.010565605428484,0.24551801172856744,0.470684166433957
100,16,1e-05,4,2.9899694947390096,2.9359078760500306,0.2607763194638369,0.48642278693102486
100,16,1e-05,5,2.9371465726079466,2.8768571372385376,0.2681709019826864,0.4966992460206646
100,16,1e-05,6,2.90814622706644,2.8274450224858745,0.27819044959508515,0.5079586707623569
100,16,1e-05,7,2.8307570104348763,2.7959533212361514,0.2813404077073443,0.5148841105836358
100,16,1e-05,8,2.8184412902020157,2.7606335756955325,0.287696174253002,0.5212398771292935
100,16,1e-05,9,2.762137330482027,2.7286662934003054,0.29571628036861214,0.5283105277855348
100,16,1e-05,10,2.739436791867626,2.704243971241845,0.30280927115330913,0.5368221167271712
100,16,1e-05,11,2.683254401120778,2.6874608436116465,0.3043842502094387,0.5398156939402402
100,16,1e-05,12,2.666771794199596,2.659731363808667,0.3114102206087685,0.5461379502932142
100,16,1e-05,13,2.6487581891716396,2.643678128167435,0.3158335660430047,0.5504049148282603
100,16,1e-05,14,2.614162582350194,2.626405011172648,0.3201228707065066,0.5549734710974588
100,16,1e-05,15,2.563100609070358,2.6210878044366837,0.32256911477240996,0.556492599832449
100,16,1e-05,16,2.542599976236549,2.5951952073309155,0.3263892767383412,0.5616978497626361
100,16,1e-05,17,2.5244940643581635,2.5847684934183404,0.3306227310807037,0.5636972912594247
100,16,1e-05,18,2.5185948045538744,2.579029044067418,0.33275621334822675,0.5679084054733314
100,16,1e-05,19,2.510910089961294,2.561652433541086,0.33475565484501535,0.5710136833286792
100,16,1e-05,20,2.4866434012488097,2.5539676513936787,0.3360067020385367,0.5733929070092153
