sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
200,512,5e-05,1,3.1846609567898194,2.656412177730375,0.29717728325608417,0.5335782773873301
200,512,5e-05,2,2.6016450231419324,2.369704605410339,0.3593212751082419,0.5983960071211851
200,512,5e-05,3,2.3881429052497256,2.2039603423246574,0.39533990757359566,0.6344435994964837
200,512,5e-05,4,2.2704048571745394,2.088872125769189,0.4229935552275704,0.6601858930940949
200,512,5e-05,5,2.1480179045924506,2.0049466325320435,0.44385775073944306,0.6784046292245695
200,512,5e-05,6,2.0950792130500107,1.9402995770111744,0.4595213142665829,0.691699499254765
200,512,5e-05,7,2.0225429828424386,1.8848078665451227,0.4729437214688103,0.7029954540891166
200,512,5e-05,8,1.9502773115300507,1.8423800670854056,0.4841353070590859,0.7124466058758409
200,512,5e-05,9,1.9077363535085192,1.8028906165206013,0.4932945883808753,0.7200061644859287
200,512,5e-05,10,1.8895696105677955,1.7727293401110797,0.5008883310415255,0.7261866635412677
