sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
200,512,0.0003,1,2.854355428582123,2.2679731490349413,0.37284396309667067,0.6146544412690755
200,512,0.0003,2,2.167357391955032,1.9465229537063864,0.45474928894903466,0.6884511059051415
200,512,0.0003,3,1.941469472664757,1.7936311473406066,0.49286779880607945,0.7207434497226436
200,512,0.0003,4,1.8272635219797237,1.6969119083887112,0.5180621254802235,0.7407272639721912
200,512,0.0003,5,1.72347908965514,1.6341105741397184,0.5346895429512942,0.7536177173776267
200,512,0.0003,6,1.678952514583961,1.584503998889437,0.5479885014393643,0.7636016179390629
200,512,0.0003,7,1.6158348539643042,1.54290035477391,0.5573334668896239,0.7711869565474154
200,512,0.0003,8,1.5586176093002382,1.5110206957216616,0.5653805741012548,0.7775899358520959
200,512,0.0003,9,1.5217902656159656,1.4880155300279831,0.5726388360796414,0.7825566171917836
200,512,0.0003,10,1.5058547820140327,1.468257927332663,0.5785358687223433,0.7865134494364515
