sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
50,16,1e-05,1,3.693147042481573,3.323581647872925,0.20708233939294235,0.42628732417537224
50,16,1e-05,2,3.2336311206101733,3.1144102375681806,0.23568725836966356,0.46291231389323023
50,16,1e-05,3,3.0494622417173822,3.011503287059505,0.2496915357407255,0.47746154478901043
50,16,1e-05,4,2.991679790512167,2.932392152925817,0.26083737764251047,0.4891729044994653
50,16,1e-05,5,2.9197619645269564,2.8838027907580863,0.2697417125935675,0.49912601793205563
50,16,1e-05,6,2.8476131492901104,2.8426550551158627,0.2796536974582545,0.5090482849387185
50,16,1e-05,7,2.7907646814555966,2.8000062919244533,0.28494900057579997,0.5164617093032821
50,16,1e-05,8,2.7746617333818695,2.7655589394453095,0.2944394176194785,0.5265793370074854
50,16,1e-05,9,2.719821641975689,2.733913397207493,0.29865509582956323,0.5341264292177347
50,16,1e-05,10,2.6993130697961147,2.714388392029739,0.3063461380274739,0.5393086287735461
50,16,1e-05,11,2.6714620948157424,2.6949877139998644,0.307405198650983,0.5412313893230237
50,16,1e-05,12,2.6303243685024356,2.6671789663593946,0.3147672123056675,0.5485419922678292
50,16,1e-05,13,2.627560961981561,2.656662065808366,0.31710125853417787,0.5505058813852102
50,16,1e-05,14,2.592710045483413,2.6388367071384335,0.3207719832195443,0.5544645060458995
50,16,1e-05,15,2.5555900948936117,2.6198811612478115,0.3274862219297524,0.5622378053796167
50,16,1e-05,16,2.5141228268037854,2.6022895080287283,0.3321748786707247,0.564181130213046
50,16,1e-05,17,2.5154355831504187,2.591395235643154,0.33158879657810314,0.5661553014724028
50,16,1e-05,18,2.4695570354347414,2.5731874570613953,0.334508924899235,0.5696923583120835
50,16,1e-05,19,2.4622047503576203,2.572580531166821,0.3377272353376655,0.5728901044665625
50,16,1e-05,20,2.45764128036857,2.5522251140780563,0.34069877436867646,0.5770543719667681
