sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
200,64,1e-05,1,2.9744877855205005,2.5039463896612726,0.3305280833900039,0.5693617099566215
200,64,1e-05,2,2.4832215544050147,2.2701471745004826,0.3811330843008215,0.6204275709245229
200,64,1e-05,3,2.304296729769302,2.140137860764919,0.4113424723995023,0.6494183714400321
200,64,1e-05,4,2.2025320540835494,2.049234430854545,0.43285684628170656,0.6686747808927284
200,64,1e-05,5,2.1247090402746514,1.9846965307446223,0.4488302240611197,0.6824754840166282
200,64,1e-05,6,2.0723955119667226,1.9332298152695062,0.46148013986160114,0.6930595929077067
200,64,1e-05,7,2.0360326271120095,1.8906828326844707,0.47112787833112785,0.7013225934087699
200,64,1e-05,8,1.9755423705307829,1.8590240686235515,0.47962085458763587,0.7086269641065198
200,64,1e-05,9,1.9480683115183732,1.826036593732092,0.48636522012484334,0.7145579536632355
200,64,1e-05,10,1.915015814145729,1.7981698157151422,0.4938084848220544,0.7205186981078162
