sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
200,64,3e-05,1,2.6357932107105904,2.1726235985429967,0.4005540541829694,0.6404439792687929
200,64,3e-05,2,2.1541824641719334,1.957055905965795,0.45488307237615266,0.6873648253615219
200,64,3e-05,3,1.9884963586525362,1.847471792603677,0.4824025958981865,0.7109496624523751
200,64,3e-05,4,1.8981816335763346,1.7690548474830743,0.4999309504892294,0.7263238540166146
200,64,3e-05,5,1.829390959548369,1.7129418731417314,0.513929148842126,0.7372909151286116
200,64,3e-05,6,1.7845963602928174,1.6758044600457123,0.524710639393927,0.7452046931862215
200,64,3e-05,7,1.7529668695978733,1.6400840743809473,0.5320598695600228,0.7516259569830633
200,64,3e-05,8,1.698420268863273,1.61447748721846,0.5400774490203374,0.7571803541422211
200,64,3e-05,9,1.6773872322210386,1.5902952538062884,0.5454278775588636,0.7613995291005075
200,64,3e-05,10,1.6455498521191145,1.5680075259224089,0.550745144161296,0.7660127859705931
