sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
100,16,0.001,1,3.2317841414459942,2.9495598430986756,0.22913152750628316,0.4597263334264172
100,16,0.001,2,2.808103916596393,2.751293440659841,0.26709857581681096,0.505814018430606
100,16,0.001,3,2.653099126787992,2.6820613366586192,0.28751745322535605,0.5244680256911477
100,16,0.001,4,2.5240061265734126,2.608101392785708,0.3031555431443731,0.5466964535046076
100,16,0.001,5,2.45417882297894,2.5391571438974805,0.3158670762356884,0.56
100,16,0.001,6,2.387935827146814,2.543146060020835,0.32530578050823794,0.5671935213627478
100,16,0.001,7,2.2725228644668536,2.5428104047422058,0.32922647305222,0.5752471376710416
100,16,0.001,8,2.177898800798825,2.522523551075547,0.3394582518849483,0.5829991622451829
100,16,0.001,9,2.1018018450468516,2.5211608707904816,0.3402401563808992,0.585981569394024
100,16,0.001,10,2.0152112426285145,2.5149061569461115,0.3516559620217816,0.5960234571348785
100,16,0.001,11,1.9365531649961851,2.557584575480885,0.35438145769338175,0.5988606534487574
100,16,0.001,12,1.836418971626031,2.6208615474126957,0.3568723820161966,0.5962580284836638
100,16,0.001,13,1.7439557209355707,2.5861296598558074,0.3645127059480592,0.6042334543423624
100,16,0.001,14,1.6611335745387448,2.6569094006662017,0.36102764590896397,0.6037084613236526
100,16,0.001,15,1.531204320403473,2.647974221242799,0.37220888020106113,0.6089137112538398
100,16,0.001,16,1.4670401259974384,2.6933306841938585,0.3740742809271153,0.6105892208880201
100,16,0.001,17,1.3487378766980163,2.821475115639192,0.3710136833286791,0.6065009773806199
100,16,0.001,18,1.2845471903638312,2.850138008042618,0.3742418318905334,0.6095950851717398
100,16,0.001,19,1.1855148693910493,2.876864828445293,0.37467746439542027,0.6101089081262218
100,16,0.001,20,1.1121113859008422,3.0232124946735524,0.36670203853672156,0.6047696174253002
