sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
200,512,0.001,1,2.9211618693396977,2.30511342326628,0.34965366219071387,0.5953154676809677
200,512,0.001,2,2.090811923702598,1.8242955801290868,0.4810202428634832,0.7115687231155503
200,512,0.001,3,1.7856478143772854,1.651564771134788,0.5274943113651406,0.7487579037840495
200,512,0.001,4,1.6523836995470296,1.5550159667190764,0.5532297908662942,0.7688307555606434
200,512,0.001,5,1.5458561862874345,1.4970184317169537,0.5688623502545519,0.7799410262665247
200,512,0.001,6,1.5016838745199947,1.462004161614991,0.5796984671462883,0.7884060647275565
200,512,0.001,7,1.4407789568848133,1.4225768344284193,0.589799002325424,0.7953215776541246
200,512,0.001,8,1.3875058972390462,1.3984510971984936,0.5956952399902059,0.8003956945812942
200,512,0.001,9,1.3538940314327552,1.383967891916052,0.6016553030251408,0.8037154088071743
200,512,0.001,10,1.3363847674202365,1.3667948427769128,0.6070990846851365,0.8071515305142053
